id	fea1 fea2 ... fea84
300	10.2 0.0 0.0 0.01 0.0 0.0 0.0 781.0000000000018 0.0 160.7 12.339999999999995 0.08 36.400000000000006 49.5 699.9000000000012 0.0 188.09999999999997 23.94000000000001 0.03 20.4 16.15 30.9 0.0 265.49999999999994 16.549999999999994 0.04 2.0 0.0 3.4000000000000004 0.0 0.0 0.0 0.0 0.0 0.0 821.810000000002 0.0 82.3 3.369999999999998 0.08 32.89999999999999 7.199999999999999 749.5000000000011 0.0 174.10000000000005 3.24 0.02 20.900000000000002 0.0 0.0 0.0 262.70000000000005 70.32999999999998 0.0 43.400000000000006 0.0 0.0 0.0 0.0 1.2 0.01 0.0 0.0 970.8500000000017 0.0 75.5 6.11 0.9700000000000006 7.4 1.3499999999999999 793.7000000000014 0.0 250.70000000000005 32.36 0.44000000000000017 11.7 16.900000000000002 7.2 0.0 349.90000000000003 42.55 0.01 5.4 0.0 
301	10.1 0.0 0.0 0.0 0.0 0.0 0.0 776.6399999999994 8.0 300.0 30.79000000000001 0.02 0.0 8.7 539.3000000000005 0.0 142.60000000000002 4.9799999999999995 0.02 0.0 2.1 164.2 0.0 212.79999999999998 14.3 0.0 0.0 0.0 0.0 0.0 0.0 2.23 0.0 0.0 0.0 774.6800000000001 0.0 66.8 20.329999999999995 0.01 7.0 0.0 345.6000000000002 1.0 128.5 13.379999999999997 0.0 0.0 0.15 28.4 0.0 78.10000000000001 23.870000000000008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 803.4600000000002 0.0 56.699999999999996 21.899999999999995 0.06 0.0 35.6 459.96000000000004 0.0 121.7 8.21 0.03 0.6 2.1 154.39999999999998 0.0 19.799999999999997 14.44 0.0 4.8 0.0 
302	0.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0 0.0 0.0 1.2 0.01 0.0 0.0 38.7 0.0 5.1 0.7 0.05 0.0 0.3 0.0 0.0 11.899999999999999 1.7 0.0 0.0 0.0 0.0 0.0 0.0 2.5 0.0 0.0 0.0 483.00000000000017 0.0 24.299999999999997 0.9 0.0 0.0 0.0 376.7999999999999 0.0 9.4 0.30000000000000004 0.0 5.2 0.0 14.3 0.0 78.5 10.4 0.0 1.0 0.0 2.5 0.0 0.0 0.8 0.0 0.0 0.0 701.7800000000007 1.0 67.9 4.0 0.0 0.0 0.0 310.45 5.0 153.3 10.9 0.02 0.0 0.0 0.0 0.0 68.3 21.5 0.0 0.0 0.0 
303	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.6 0.0 0.0 0.0 0.01 5.4 0.0 51.0 0.0 0.0 5.300000000000001 0.0 0.0 0.0 0.0 0.0 0.0 1.4 0.0 0.0 0.0 
304	5.1 0.0 0.0 0.0 0.0 0.0 0.0 885.7400000000009 0.0 239.3 4.249999999999999 0.03 41.699999999999996 0.0 524.9000000000005 0.0 231.3 8.82 0.04 8.600000000000001 0.0 73.2 0.0 454.2 17.41 0.03 0.0 0.0 4.6 0.0 0.0 0.5 0.0 0.0 0.0 971.030000000001 1.0 128.1 4.5 0.01 32.8 0.0 662.1000000000006 8.0 126.89999999999999 43.01000000000001 0.0 30.4 0.0 98.7 0.0 169.5 37.90999999999999 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 914.8100000000012 0.0 32.2 10.12 0.0 0.0 0.0 704.2600000000003 0.0 128.0 36.49 0.08 12.5 0.0 20.5 0.0 180.40000000000003 26.900000000000013 0.03 0.0 0.0 
305	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
306	0.0 0.0 0.0 0.03 0.0 0.0 0.0 32.0 0.0 0.0 0.03 0.0 10.0 0.0 13.4 0.0 0.0 0.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
307	6.299999999999999 0.0 0.0 0.09999999999999998 0.0 0.0 0.0 482.51000000000005 0.0 86.0 2.0399999999999996 0.0 0.0 0.15 406.0 0.0 203.29999999999998 43.28000000000001 0.0 0.0 0.3 0.0 0.0 320.3 18.619999999999994 0.0 0.0 0.0 4.4 0.0 0.0 2.6999999999999997 0.0 0.0 0.0 639.6800000000001 0.0 57.3 24.82 0.0 0.0 0.0 520.7300000000005 6.0 186.09999999999997 45.10000000000001 0.0 0.0 0.0 5.5 0.0 200.6 49.81999999999999 0.0 0.0 0.0 5.699999999999999 0.0 0.0 0.0 0.0 0.0 0.0 630.95 4.0 10.399999999999999 23.640000000000008 0.0 2.5 0.15 536.7500000000008 1.0 144.79999999999998 56.48000000000002 0.0 12.5 0.0 17.6 0.0 125.4 27.45 0.0 0.0 0.0 
308	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 361.79999999999995 16.0 32.0 2.6 0.03 3.6 3.3 231.5 22.0 14.899999999999999 9.62 0.01 5.0 0.0 26.5 2.0 58.5 23.599999999999994 0.01 9.3 0.0 0.0 0.0 0.0 4.119999999999999 0.0 0.0 0.0 865.3000000000005 17.0 67.6 31.35 0.5800000000000003 0.0 11.7 575.18 40.0 83.8 45.29000000000001 0.26 11.5 0.0 48.400000000000006 2.0 111.6 47.03000000000002 0.02 5.6 0.0 
309	16.9 0.0 0.0 0.0 0.0 0.0 0.0 774.0799999999989 0.0 217.60000000000002 16.249999999999996 0.0 20.0 0.0 515.02 0.0 89.2 14.729999999999999 0.0 9.9 0.0 17.5 0.0 92.19999999999999 50.57000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.71 0.0 0.0 0.0 867.0100000000006 0.0 47.5 23.419999999999998 0.0 2.8 0.0 784.1499999999997 0.0 176.79999999999998 18.26 0.01 6.7 0.0 83.00000000000001 0.0 101.9 40.79000000000001 0.01 6.0 0.0 0.0 0.0 0.0 3.66 0.0 0.0 0.0 700.2100000000005 1.0 35.8 4.4 0.0 0.0 0.0 800.0900000000001 1.0 169.2 33.34000000000001 0.0 6.5 0.3 166.1 0.0 139.1 61.91000000000006 0.0 6.5 0.0 
310	14.599999999999998 0.0 0.0 0.02 0.02 0.0 0.0 522.6500000000004 8.0 295.0 34.06 0.02 0.0 0.0 387.38000000000005 5.0 497.4 43.42 0.03 10.8 0.0 59.7 4.0 419.69999999999993 28.500000000000007 0.02 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 560.27 4.0 176.60000000000002 12.6 0.02 3.5 38.3 463.09999999999997 1.0 318.0800000000001 40.75 0.0 38.7 17.5 135.93 1.0 427.7 49.599999999999994 0.01 11.1 0.0 2.53 0.0 0.0 9.399999999999999 0.0 0.0 0.0 313.6 4.0 42.5 21.400000000000002 0.0 0.0 3.3 303.4000000000001 4.0 309.20000000000005 24.0 0.0 12.700000000000001 4.65 61.4 6.0 474.1000000000001 35.1 0.0 0.0 0.0 
311	8.629999999999999 0.0 0.0 1.26 0.0 0.0 0.0 586.8300000000005 4.0 30.9 7.509999999999998 0.0 11.6 0.0 406.0000000000005 12.0 57.5 1.2600000000000005 0.0 14.3 0.0 5.5 0.0 128.59999999999997 5.4099999999999975 0.0 12.7 0.0 0.0 0.0 0.0 1.51 0.0 0.0 0.0 601.4800000000004 8.0 107.80000000000001 0.06 0.0 0.0 0.0 540.0000000000002 10.0 94.9 2.43 0.0 0.0 0.0 7.5 0.0 160.2 14.499999999999996 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 578.9100000000007 3.0 64.80000000000001 3.2100000000000004 0.0 0.0 0.0 696.9000000000008 2.0 154.5 3.5999999999999996 0.01 0.0 0.0 0.0 4.0 288.4 9.41 0.02 0.0 0.0 
312	0.0 0.0 0.0 0.03 0.0 0.0 0.0 163.92 4.0 47.0 4.229999999999997 0.0 2.0 0.0 137.25999999999996 10.0 81.0 10.229999999999995 0.0 0.0 8.4 12.0 0.0 31.6 0.6600000000000001 0.0 0.0 0.0 17.9 0.0 0.0 2.06 0.0 0.0 0.0 557.04 12.0 108.10000000000001 17.25999999999999 0.0 4.0 0.3 351.22 20.0 386.70000000000005 10.339999999999996 0.0 0.0 1.0 18.0 5.0 102.69999999999999 10.589999999999996 0.0 0.0 0.0 0.0 0.0 0.0 1.1300000000000001 0.0 0.0 0.0 470.3900000000001 6.0 169.4 8.479999999999984 0.03 0.0 0.3 390.08000000000004 13.0 360.5 28.38000000000002 0.02 0.0 3.9 47.0 4.0 213.6 5.529999999999993 0.01 0.0 0.0 
313	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.6 0.0 0.0 1.9100000000000001 0.02 1.8 0.0 25.5 0.0 0.0 0.0 0.0 3.4 0.0 5.0 0.0 0.0 0.41000000000000003 0.0 0.0 0.0 
314	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.3 0.0 84.1 0.0 0.0 0.0 0.0 20.5 0.0 0.0 0.0 0.0 1.2 0.0 0.0 0.0 20.3 1.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8 0.0 9.8 0.0 0.0 0.0 0.0 0.0 0.0 9.0 0.0 0.0 0.0 0.0 2.5 0.0 0.0 0.0 0.0 0.0 0.0 
315	0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.699999999999996 4.0 0.0 1.6199999999999999 0.0 0.0 0.0 40.0 4.0 0.0 1.53 0.03 5.9 0.0 0.0 0.0 18.5 14.349999999999996 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
316	0.0 0.0 0.0 0.01 0.0 0.0 0.0 25.8 0.0 0.0 3.84 0.0 0.0 0.0 11.0 0.0 17.8 0.03 0.02 2.9 0.0 0.0 0.0 13.1 0.12999999999999998 0.0 0.0 0.0 5.1 0.0 0.0 0.0 0.0 0.0 0.0 344.2600000000003 0.0 9.0 5.539999999999997 0.0 0.0 1.5 296.89000000000016 1.0 20.5 10.159999999999997 0.02 5.6 0.0 15.8 0.0 33.5 10.519999999999996 0.0 2.8 0.0 0.0 0.0 0.0 1.6 0.0 0.0 0.0 607.0700000000004 0.0 50.8 16.53 0.0 0.0 1.3 532.9000000000005 0.0 53.09999999999999 10.599999999999998 0.0 32.9 6.449999999999999 33.2 0.0 70.0 0.9900000000000001 0.01 10.900000000000002 0.0 
317	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6 0.0 0.0 0.8 0.0 0.0 0.0 272.28000000000014 0.0 150.0 1.2 0.0 14.219999999999999 0.0 185.0 0.0 24.200000000000003 6.8999999999999995 0.0 29.700000000000003 0.0 0.0 0.0 34.2 30.099999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 635.6099999999998 7.0 31.3 35.910000000000004 0.07 12.100000000000001 6.15 553.9999999999995 5.0 66.39999999999999 9.1 0.03 43.900000000000006 1.65 6.0 5.0 101.9 36.96 0.0 17.0 0.0 
318	59.2 0.0 0.0 1.0 0.0 0.0 0.0 520.8999999999996 4.0 319.8 14.26 0.22000000000000006 31.5 0.0 312.54999999999995 16.0 315.09999999999997 12.959999999999997 0.09 0.0 0.0 26.0 0.0 181.29999999999998 24.559999999999995 0.05 0.0 0.0 5.4 0.0 0.0 0.68 0.0 0.0 0.0 812.4799999999994 0.0 266.9 11.789999999999997 0.20000000000000004 11.0 0.0 507.9299999999998 0.0 386.20000000000005 24.6 0.34000000000000014 85.22000000000003 0.0 12.5 2.0 137.10000000000002 66.57999999999997 0.09 9.4 0.0 2.4 0.0 0.0 0.85 0.0 0.0 0.0 803.6899999999995 2.0 211.7 14.449999999999998 0.43000000000000016 31.4 7.35 633.7299999999997 23.0 205.5 22.98000000000001 0.18000000000000005 6.9 33.35 158.49999999999994 5.0 88.9 87.27999999999999 0.09999999999999999 0.0 0.0 
319	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
320	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
321	23.13 0.0 0.0 0.0 0.0 0.0 0.0 968.6200000000003 1.0 134.8 15.339999999999995 0.0 40.0 0.0 846.9600000000002 0.0 105.39999999999999 28.470000000000002 0.0 100.0 0.0 31.5 0.0 147.6 50.87000000000002 0.0 10.0 0.0 22.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 1032.519999999999 0.0 369.5000000000001 30.799999999999986 0.0 2.7 0.45 739.2000000000003 0.0 198.29999999999998 56.500000000000036 0.0 11.0 0.0 26.0 0.0 52.900000000000006 29.699999999999992 0.0 6.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1149.7999999999997 0.0 104.7 35.6 0.0 0.0 0.0 716.3900000000001 0.0 172.70000000000002 39.76 0.0 0.0 2.25 138.8 0.0 26.6 44.01000000000002 0.0 0.0 0.0 
322	0.0 0.0 0.0 0.0 0.0 0.0 0.0 566.6000000000004 52.0 3.0 9.61 0.0 0.0 0.0 310.29999999999995 28.0 40.900000000000006 2.4 0.0 0.0 0.0 0.0 0.0 49.8 0.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 883.1300000000001 20.0 7.0 1.3 0.0 0.0 0.0 601.5000000000002 4.0 31.0 16.799999999999997 0.0 0.0 0.0 28.5 0.0 135.3 11.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 520.5600000000009 5.0 11.9 7.9 0.0 0.0 3.05 469.7000000000008 1.0 85.6 3.5999999999999996 0.0 0.0 0.0 4.0 0.0 122.2 20.549999999999997 0.0 0.0 0.0 
323	0.0 0.0 0.0 0.0 0.0 0.0 0.0 138.82999999999998 0.0 7.0 4.0600000000000005 0.01 0.0 5.4 56.2 0.0 27.9 6.57 0.02 0.0 0.0 0.0 0.0 84.39999999999999 0.01 0.0 2.5 0.0 0.0 0.0 0.0 1.26 0.0 0.0 0.0 1218.5800000000006 12.0 79.9 17.95 0.3800000000000001 0.0 0.0 647.2000000000002 10.0 129.9 38.89000000000002 0.08 28.8 0.0 70.5 1.0 173.5 47.32 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1265.5699999999993 19.0 127.60000000000002 25.220000000000006 0.24000000000000005 5.5 0.0 612.7300000000001 32.0 149.89999999999998 35.650000000000006 0.08 24.6 0.0 42.029999999999994 5.0 124.8 26.33 0.06 37.6 0.0 
324	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 86.9 0.0 3.6 0.3 0.0 0.0 0.0 87.29999999999998 0.0 29.400000000000002 0.4 0.0 4.0 0.0 0.0 0.0 15.7 1.2999999999999998 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 737.880000000001 5.0 13.0 0.3 0.01 0.0 0.0 558.9500000000006 11.0 103.0 4.6000000000000005 0.0 19.0 2.25 21.5 0.0 37.86 32.14000000000001 0.0 9.8 0.0 
325	0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.6 12.0 0.0 0.0 0.0 0.0 0.0 34.6 4.0 0.0 2.52 0.0 0.0 0.0 0.0 0.0 0.0 1.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
326	2.13 0.0 25.4 0.01 0.0 0.0 0.0 803.6800000000001 0.0 250.60000000000002 23.88000000000002 0.01 0.0 0.0 603.5000000000008 0.0 339.4 16.419999999999998 0.0 2.8 0.0 50.4 0.0 717.8000000000002 42.890000000000015 0.0 0.0 0.0 0.0 0.0 0.0 1.51 0.0 0.0 0.0 714.55 0.0 144.1 24.38999999999999 0.0 0.0 0.0 601.3000000000003 0.0 310.68000000000006 22.130000000000006 0.0 0.0 0.0 10.8 1.0 711.1999999999999 38.27000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 594.1800000000002 0.0 39.8 21.430000000000003 0.0 0.0 0.0 667.0000000000001 0.0 360.8000000000001 19.059999999999995 0.0 0.0 0.15 38.2 0.0 400.69999999999993 31.23000000000001 0.0 6.1 0.0 
327	0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.899999999999999 0.0 0.0 0.0 0.0 0.0 0.0 10.2 0.0 0.0 0.07 0.0 0.0 0.0 0.0 0.0 2.8 0.9600000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 156.19999999999996 0.0 38.6 2.3599999999999977 0.0 0.0 0.0 106.59999999999998 1.0 13.2 0.05 0.0 0.0 0.0 0.0 1.0 33.8 9.739999999999995 0.0 0.0 0.0 
328	184.42999999999992 0.0 0.0 0.12 0.0 0.0 0.0 831.270000000001 12.0 84.0 1.7900000000000003 0.3100000000000001 0.0 65.75 663.7500000000007 8.0 165.0 8.67 0.5300000000000002 0.0 0.0 0.0 0.0 89.3 14.539999999999996 0.12 0.0 0.0 209.1800000000001 0.0 0.0 0.0 0.02 0.0 0.0 698.8900000000004 4.0 33.5 18.699999999999996 0.6900000000000003 11.0 1.3499999999999999 579.6800000000004 4.0 3.0 5.0 1.5500000000000012 44.10000000000001 3.3 0.0 0.0 61.40000000000001 21.4 0.33 3.2 0.75 188.0699999999999 0.0 0.0 0.6 0.4800000000000002 0.0 0.0 723.4000000000004 4.0 23.0 13.799999999999997 1.0000000000000007 2.7 53.0 652.6000000000007 8.0 25.9 35.699999999999996 2.1699999999999986 18.700000000000003 5.1 36.5 0.0 196.7 29.699999999999996 0.4900000000000003 0.0 0.0 
329	0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.26 0.0 0.0 0.0 0.0 0.0 0.0 19.3 0.0 16.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
330	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 176.40000000000003 16.0 139.4 25.5 0.060000000000000005 0.0 0.0 195.18999999999994 21.0 114.69999999999999 32.739999999999995 0.2300000000000001 0.0 0.0 31.0 2.0 70.2 60.83000000000003 0.05 0.0 0.0 0.0 0.0 0.0 2.6 0.0 0.0 0.0 274.9999999999999 8.0 18.7 112.85000000000002 0.13999999999999999 0.0 0.0 258.71 31.0 276.30000000000007 49.93000000000001 0.27999999999999997 0.0 19.35 129.8 9.0 161.2 52.80000000000002 0.05 0.0 0.0 
331	0.0 0.0 0.0 0.0 0.0 0.0 0.0 60.59000000000001 0.0 15.0 7.6000000000000005 0.0 5.6 0.0 19.130000000000003 0.0 7.0 0.4 0.03 9.6 0.0 3.0 0.0 0.0 1.1099999999999999 0.0 1.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 748.5399999999996 1.0 79.4 17.779999999999998 0.10999999999999999 13.700000000000001 0.0 398.90999999999997 2.0 151.6 7.86 0.16000000000000003 36.900000000000006 0.0 4.2 0.0 39.00000000000001 68.18000000000004 0.060000000000000005 16.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 974.5300000000007 8.0 64.30000000000001 20.349999999999998 0.6100000000000003 53.6 8.7 321.40999999999997 7.0 15.7 10.389999999999999 0.3100000000000001 74.2 0.6 35.1 8.0 150.1 85.37999999999995 0.05 2.2 0.0 
332	15.4 0.0 0.0 0.0 0.0 0.0 0.0 766.9000000000004 12.0 99.5 17.429999999999996 0.05 1.0 0.0 627.3600000000004 4.0 92.5 16.83 0.06 5.5 0.0 119.2 2.0 204.4 14.569999999999997 0.0 5.4 0.0 0.0 0.0 0.0 1.9 0.0 0.0 0.0 1007.5600000000004 0.0 124.9 16.209999999999997 0.02 11.4 0.0 764.0300000000004 7.0 249.98000000000002 22.599999999999994 0.02 21.0 0.0 78.20000000000002 1.0 229.49999999999997 32.129999999999995 0.0 5.6 0.0 6.3 0.0 0.0 0.5 0.0 0.0 0.0 1049.47 4.0 106.7 16.709999999999997 0.0 5.8 0.0 638.7999999999998 8.0 425.79999999999995 27.319999999999997 0.0 57.099999999999994 0.0 76.9 2.0 105.4 27.659999999999997 0.0 12.7 0.0 
333	0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.49 0.0 8.7 0.0 0.0 0.0 0.0 25.5 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 53.699999999999996 0.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.63 0.0 0.0 2.62 0.0 9.6 0.0 63.6 0.0 1.9 5.219999999999999 0.0 6.9 0.0 10.0 0.0 4.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.9 0.0 31.3 0.0 0.0 0.0 0.0 9.2 0.0 57.4 7.3999999999999995 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 
334	0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.700000000000003 0.0 0.0 0.0 0.0 0.0 0.0 15.0 4.0 0.0 0.1 0.0 0.0 0.0 0.0 0.0 23.0 5.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.989999999999995 0.0 0.0 0.07 0.01 0.0 0.0 19.9 0.0 0.0 0.0 0.0 10.600000000000001 0.0 0.0 0.0 0.0 4.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
335	0.0 0.0 0.0 0.0 0.0 0.0 0.0 19.130000000000003 0.0 0.0 0.0 0.0 0.0 0.0 12.1 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 5.9 0.0 0.0 0.0 393.42999999999984 0.0 3.6 3.3999999999999995 0.0 0.0 0.0 464.96 2.0 190.6 0.9 0.0 1.8 1.05 0.0 4.0 146.79999999999998 3.3199999999999994 0.0 0.0 0.0 
